index,title,company,location,type,salary
98,"Data Engineer(AWS, Cloud, Python, Snowflake)","The Travelers Companies, Inc.","Hartford, CT",,
99,"Cloud Data Engineer I - AWS, Python, Snowflake, SQL","The Travelers Companies, Inc.","Hartford, CT",,
100,Data Engineer,Mericaninc,"Atlanta, GA",,$60 - $65 an hour
101,Data Engineer,infinity quest,"Seattle, WA",,$65 an hour
102,100% REMOTE // GCP Data Engineer,Talent Groups,Remote,Remote,"$140,000 - $150,000 a year"
103,Junior Data Engineer,"Link Technologies, Inc.","Las Vegas, NV",,"$64,134 - $178,786 a year"
104,Data Pipeline Engineer,Fuge Technologies Inc,"McLean, VA",,$65 - $70 an hour
105,Platform & Data Engineer,Chelan County Public Utility District,"Wenatchee, WA",,"$70,560 - $129,600 a year"
106,Data Engineer,Ensemble Health Partners,Remote,,$85.6K - $108K a year
107,Senior Software Engineer - Data Platform - Bloomberg Second Measure,Bloomberg,"New York, NY",,"$160,000 - $240,000 a year"
108,Implementation Data Engineer (East Coast Remote),Vision Government Solutions,Remote,,$89.6K - $113K a year
109,Data Engineer (MDM),Onebridge,"Indianapolis, IN",,$106K - $134K a year
110,Data Center Engineer,Ryzen Solutions,"Foster City, CA",,$85 - $90 an hour
111,Data Engineer (MDM),Onebridge,"Indianapolis, IN",,$106K - $134K a year
112,Data Engineer - Hybrid,Medline Industries Inc,"Chicago, IL",Hybrid,$89.6K - $113K a year
113,"Senior Data Engineer, MLOps",Jobot,"New York, NY",,"$140,000 - $185,000 a year"
114,Data Engineer,Fuge Technologies Inc,"West Hollywood, CA",,$60 - $65 an hour
115,Data Engineer,Wheels Up,United States,,"$100,000 - $250,000 a year"
116,Data Engineer,Mericaninc,"Atlanta, GA",,$60 - $65 an hour
117,100% REMOTE // GCP Data Engineer,Talent Groups,Remote,Remote,"$140,000 - $150,000 a year"
118,Junior Data Engineer,"Link Technologies, Inc.","Las Vegas, NV",,"$64,134 - $178,786 a year"
119,Advanced Data Engineer,Wintrust Financial,"Rosemont, IL",,$100K - $127K a year
120,Python/Data Infrastructure Engineer,Jobot,"Washington, DC",,"$120,000 - $170,000 a year"
121,Data Engineer,Blueprint Strategic Advisory Partners,"Warrington, PA",,"$80,000 - $85,000 a year"
122,AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ",,$50 - $65 an hour
123,Data Engineer Level 3,Infoorigin Inc,Remote,,From $60 an hour
124,AWS Data Engineer,Oxfaa Pvt.Ltd,"Trenton, NJ",,$75 - $80 an hour
125,Data Engineer IC4 - 266,Braintrust,"San Francisco, CA",,$110 - $127 an hour
126,Data Engineer (Scala),ERPMark Inc,"Bentonville, AR",,$60 - $65 an hour
127,Lead Data Engineer,Delaware North,"Buffalo, NY",,"$91,700 - $123,900 a year"
128,Senior Software Engineer - Data Entitlement (Contractor),Bloomberg,"New York, NY",Contractor,"$1,200 - $1,300 a day"
129,ETL Spatial Data Engineer,"ESRI, Inc.","Redlands, CA",,"$72,800 - $124,800 a year"
130,Senior Data Engineer,Unleashed Brands,"Bedford, TX",,$98.5K - $125K a year
131,"Sr. Data Engineer (Python, Flink)",Motion Recruitment,"Irvine, CA",,"$150,000 - $220,000 a year"
132,Data Center Engineer,Ryzen Solutions,"Foster City, CA",,$85 - $90 an hour
133,Data Engineer,Fuge Technologies Inc,"West Hollywood, CA",,$60 - $65 an hour
134,Data Engineer,Wheels Up,United States,,"$100,000 - $250,000 a year"
135,100% REMOTE // GCP Data Engineer,Talent Groups,Remote,Remote,"$140,000 - $150,000 a year"
136,Junior Data Engineer,"Link Technologies, Inc.","Las Vegas, NV",,"$64,134 - $178,786 a year"
137,AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ",,$50 - $65 an hour
138,AWS Data Engineer,Oxfaa Pvt.Ltd,"Trenton, NJ",,$75 - $80 an hour
139,Data Engineer IC4 - 266,Braintrust,"San Francisco, CA",,$110 - $127 an hour
140,Data Engineer (Scala),ERPMark Inc,"Bentonville, AR",,$60 - $65 an hour
141,Senior Data Engineer,Stellar Inc.,"Plano, TX",,$75 an hour
142,Big Data Operations Engineer,apalepu@aagama.com,"Dallas, TX",,$65 - $75 an hour
143,Data Center Engineer,Ryzen Solutions,"Foster City, CA",,$85 - $90 an hour
144,Data Engineer,General Electric Credit Union,"Cincinnati, OH",,$85.2K - $108K a year
145,Data Engineer (Hybrid),Jobot,"Los Angeles, CA",Hybrid,"$120,000 - $150,000 a year"
146,Sr. Data Engineer,Hayward Industries,"Charlotte, NC",,$114K - $145K a year
147,Data Engineer,Fuge Technologies Inc,"West Hollywood, CA",,$60 - $65 an hour
148,Data Engineer,Wheels Up,United States,,"$100,000 - $250,000 a year"
149,Junior Data Engineer,"Link Technologies, Inc.","Las Vegas, NV",,"$64,134 - $178,786 a year"
150,AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ",,$50 - $65 an hour
151,AWS Data Engineer,Oxfaa Pvt.Ltd,"Trenton, NJ",,$75 - $80 an hour
152,"Data Engineer, Software Development & Engineering",Comcast,"Englewood, CO",,
153,Data Engineer,Zoll Medical Corporation,"Broomfield, CO",,"$125,000 - $140,000 a year"
154,"Building Engineer (Night Shift, Critical Data Centers) (23000727)",Newmark,"Alpharetta, GA",,$27 - $29 an hour
155,Data Engineer IC4 - 266,Braintrust,"San Francisco, CA",,$110 - $127 an hour
156,Data Engineer (Scala),ERPMark Inc,"Bentonville, AR",,$60 - $65 an hour
157,Senior Data Engineer,Stellar Inc.,"Plano, TX",,$75 an hour
158,Big Data Operations Engineer,apalepu@aagama.com,"Dallas, TX",,$65 - $75 an hour
159,Data Engineer with PL/SQL Developer,Integration Developer Network LLC,"Houston, TX",,$65 - $75 an hour
160,Wing Data Simulator Software Engineer,Belcan,"Colorado Springs, CO",,$57.93 an hour
161,Project Engineer- Data Center,"Cupertino Electric, Inc.","Columbus, OH",,"$65,000 - $85,000 a year"
162,Data Center Engineer - DE,Randstad Technologies,"Bear, DE",,
163,Data Engineer,"BizTek People, Inc.","Beaverton, OR",,$80 - $86 an hour
164,Telecommunications Engineer Data,Adept Consulting Services,Pennsylvania,,"$100,000 - $120,000 a year"
165,Data Engineer,Fuge Technologies Inc,"West Hollywood, CA",,$60 - $65 an hour
166,Data Engineer,Wheels Up,United States,,"$100,000 - $250,000 a year"
167,Junior Data Engineer,"Link Technologies, Inc.","Las Vegas, NV",,"$64,134 - $178,786 a year"
168,AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ",,$50 - $65 an hour
169,AWS Data Engineer,Oxfaa Pvt.Ltd,"Trenton, NJ",,$75 - $80 an hour
170,Data Engineer IC4 - 266,Braintrust,"San Francisco, CA",,$110 - $127 an hour
171,Data Engineer (Scala),ERPMark Inc,"Bentonville, AR",,$60 - $65 an hour
172,Senior Data Engineer,Stellar Inc.,"Plano, TX",,$75 an hour
173,Big Data Operations Engineer,apalepu@aagama.com,"Dallas, TX",,$65 - $75 an hour
174,Data Engineer with PL/SQL Developer,Integration Developer Network LLC,"Houston, TX",,$65 - $75 an hour
175,Snowflake Data Engineer,Futuretech Consultants LLC,"Newton, MS",,$40 - $45 an hour
176,Data Engineer,Fuge Technologies Inc,"West Hollywood, CA",,$60 - $65 an hour
177,Data Engineer,Wheels Up,United States,,"$100,000 - $250,000 a year"
178,Junior Data Engineer,"Link Technologies, Inc.","Las Vegas, NV",,"$64,134 - $178,786 a year"
179,AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ",,$50 - $65 an hour
180,AWS Data Engineer,Oxfaa Pvt.Ltd,"Trenton, NJ",,$75 - $80 an hour
181,Data Engineer IC4 - 266,Braintrust,"San Francisco, CA",,$110 - $127 an hour
182,Data Engineer (Scala),ERPMark Inc,"Bentonville, AR",,$60 - $65 an hour
183,Big Data Operations Engineer,apalepu@aagama.com,"Dallas, TX",,$65 - $75 an hour
184,Data Engineer with PL/SQL Developer,Integration Developer Network LLC,"Houston, TX",,$65 - $75 an hour
185,Snowflake Data Engineer,Futuretech Consultants LLC,"Newton, MS",,$40 - $45 an hour
186,Data Engineer (Mid/Jr),Pura,"Pleasant Grove, UT",,$110K - $139K a year
187,Business Analyst -- Fully Remote,Locks Global Staffing LLC,"San Antonio, TX",Remote,"$80,000 - $120,000 a year"
188,Behavior Analyst,Centre For Neuro Skills,"Bakersfield, CA",,"$70,000 a year"
189,AOT Data Analyst II - Performance Team,State of Vermont,"Barre, VT",,
190,Junior Data Analyst/ Sales Support,"Geo-Med, LLC","Lake Mary, FL",,$22 - $26 an hour
191,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
192,Data Analyst,Phoenix Loss Control,Remote,,"$60,000 - $120,000 a year"
193,Business Data Analyst,Tekfortune Inc,"Austin, CO",,Up to $80 an hour
194,Data Analyst,Silent Falcon UAS Technologies,"Front Royal, VA",,$59.6K - $75.4K a year
195,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
196,Quality Analyst,HAYWARD AREA MEMORIAL HOSPITAL,"Hayward, WI",,$38.6K - $48.8K a year
197,Board Certified Behavior Analyst-Johnson County,Adapt For Life,"Greenwood, IN",,$63.3K - $80.2K a year
198,Board Certified Behavior Analyst (BCBA),Health and Behavioral Dimensions,"Hallandale Beach, FL",,"From $80,000 a year"
199,Data Analyst,"Atmosfy, Inc",Remote,,"$60,000 - $90,000 a year"
200,Data Analyst (Remote),CoinTracker,Remote,Remote,$66.3K - $84K a year
201,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
202,"Business Data Analyst  SQL, Healthcare Industry  FULLY REMOTE WORK","PRIMUS Global Services, Inc","Dallas, TX",Remote,$67.5K - $85.4K a year
203,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
204,HR Analyst,"Coordinated Transportation Solutions, Inc.","Trumbull, CT",,$59.6K - $75.4K a year
205,HR Business Intelligence Analyst Sr,Doosan Bobcat,"Wahpeton, ND",,$86.8K - $110K a year
206,Insurance Business Analyst,"CSG Actuarial, LLC","Omaha, NE",,"$50,000 - $80,000 a year"
207,"Business Analyst ($1,000 Sign-on Bonus!)",Nelson-Jameson Inc,"Marshfield, WI",,$58.4K - $74K a year
208,Senior Financial Analyst,Patrick Industries,"Elkhart, IN",,
209,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
210,Sr. Project Cost Analyst - PHI,Exelon Corporation,"Christiana, DE",,$82.7K - $105K a year
211,Project Controls Analyst,"J.F. Brennan Company, Inc.","La Crosse, WI",,"From $58,982 a year"
212,Merchandising Data Analyst,Uline,"Pleasant Prairie, WI",,$55.2K - $69.8K a year
213,Business Data Analyst,Tekfortune Inc,"Austin, CO",,Up to $80 an hour
214,Data Analyst,Silent Falcon UAS Technologies,"Front Royal, VA",,$59.6K - $75.4K a year
215,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
216,Data Analyst (Remote),CoinTracker,Remote,Remote,$66.3K - $84K a year
217,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
218,Sales Coordinator & Analyst,Confidential,"Sunrise, FL",,"From $50,000 a year"
219,Board Certified assistant Behavior Analyst (BCaBA),Hands on Behavior,"Orlando, FL",,$55 - $60 an hour
220,Quality Improvement Data Analyst,Morrison Child and Family Services,"Portland, OR",,$26.45 - $28.17 an hour
221,"Business Data Analyst  SQL, Healthcare Industry  FULLY REMOTE WORK","PRIMUS Global Services, Inc","Dallas, TX",Remote,$67.5K - $85.4K a year
222,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
223,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
224,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
225,Data Analyst,Nava,Remote,,$56.82 - $57.71 an hour
226,Data Analyst Warehouse,TA Services,"Columbus, IN",,"$50,000 - $60,000 a year"
227,USSF Satellite Signals and Data Analyst,PRKK LLC,"Dayton, OH",,"$98,000 - $118,000 a year"
228,Data Analyst (Marketing),Confidential,"Newark, DE",,$38.7K - $49K a year
229,Residential New Construction Data Analyst,Del-Air,"Sanford, FL",,"From $45,000 a year"
230,Data Integration Analyst,"Dovenmuehle Mortgage, Inc.","Lake Zurich, IL",,"From $40,000 a year"
231,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
232,Pharmacy Data Analyst,OneWorld Community Health Centers Inc,"Omaha, NE",,$45K - $56.9K a year
233,"Business Analyst II, Research",KeyLogic Systems,"Morgantown, WV",,$51.7K - $65.4K a year
234,Data Analyst,"Turn5, Inc.","Paoli, PA",,$59.4K - $75.2K a year
235,Data Analyst,Silent Falcon UAS Technologies,"Front Royal, VA",,$59.6K - $75.4K a year
236,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
237,Data Analyst (Remote),CoinTracker,Remote,Remote,$66.3K - $84K a year
238,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
239,"Business Data Analyst  SQL, Healthcare Industry  FULLY REMOTE WORK","PRIMUS Global Services, Inc","Dallas, TX",Remote,$67.5K - $85.4K a year
240,Associate Dental Network Analyst,USAble Life,"Portland, OR",,$48.9K - $61.9K a year
241,Data Analyst,NorthGate,"Burton, MI",,"$45,000 - $50,000 a year"
242,Corporate Compensation Sr. Analyst,Airgas,"Radnor, PA",,
243,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
244,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
245,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
246,Data Analyst,Nava,Remote,,$56.82 - $57.71 an hour
247,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
248,Team Lead - Data Analyst,340Basics,"Melville, NY",,$75.3K - $95.4K a year
249,Commercial Credit Analyst,Millville Savings Bank,"Millville, NJ",,$59.4K - $75.2K a year
250,Part-Time Data Entry Analyst - Solvas Financial Technology,Deloitte,"Stamford, CT",,$20 an hour
251,Process Business Analyst,Supreme Court of Appeals of West Virginia,"Charleston, WV",,"$60,000 - $70,000 a year"
252,Full Motion Video / Imagery Analyst,Geo Owl LLC,"Fort Bragg, NC",,$68.2K - $86.3K a year
253,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
254,Sr. Financial & Business Intelligence Analyst,"American Plastics, LLC","Findlay, OH",,$71.9K - $91.1K a year
255,HCM Analyst,A-dec,"Newberg, OR",,$62.9K - $79.6K a year
256,HRIS Reporting Analyst,VITAS Healthcare,"Miami, FL",,"$74,744 - $112,116 a year"
257,Data Analyst,Silent Falcon UAS Technologies,"Front Royal, VA",,$59.6K - $75.4K a year
258,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
259,Data Analyst (Remote),CoinTracker,Remote,Remote,$66.3K - $84K a year
260,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
261,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
262,Board Certified assistant Behavior Analyst (BCaBA),Hands on Behavior,"Orlando, FL",,$55 - $60 an hour
263,Board Certified Behavior Analyst (BCBA),Smile Pediatric Therapy & Diagnostics,"Los Angeles, CA",,"$75,000 - $85,000 a year"
264,Quality Improvement Data Analyst,Morrison Child and Family Services,"Portland, OR",,$26.45 - $28.17 an hour
265,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
266,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
267,Data Analyst,Nava,Remote,,$56.82 - $57.71 an hour
268,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
269,Data Analyst (Warehouse Operations),The Black Tux,Remote,,"$95,000 - $105,000 a year"
270,Data Analyst - Real World Data,Clarivate,"Boston, MA",,$74.6K - $94.5K a year
271,USSF Satellite Signals and Data Analyst,PRKK LLC,"Dayton, OH",,"$98,000 - $118,000 a year"
272,Board Certified Behavior Analyst,Matthew's Center for Visual Learning,"Manassas, VA",,$67.5K - $85.5K a year
273,Data Analyst (Marketing),Confidential,"Newark, DE",,$38.7K - $49K a year
274,Residential New Construction Data Analyst,Del-Air,"Sanford, FL",,"From $45,000 a year"
275,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
276,Value Based Care Analyst,Panoramic Health,"Tempe, AZ",,$63.6K - $80.5K a year
277,Sr. Business Analyst,Doosan Bobcat,"Statesville, NC",,$76.4K - $96.7K a year
278,Business Analyst,True Manufacturing,"O'Fallon, MO",,$51.9K - $65.8K a year
279,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
280,Data Analyst (Remote),CoinTracker,Remote,Remote,$66.3K - $84K a year
281,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
282,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
283,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
284,Sales Business Intelligence Analyst,Guttman Energy Inc,"Belle Vernon, PA",,"$70,000 - $75,000 a year"
285,"Business Analyst (New Holland, PA or Napoleon, OH)",Goodville Mutual Casualty Company,"New Holland, PA",,
286,Data Analyst (3rd Shift),Sperry Rail Inc.,"Shelton, CT",,$21.60 an hour
287,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
288,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
289,Data Analyst (Warehouse Operations),The Black Tux,Remote,,"$95,000 - $105,000 a year"
290,Business Analyst,Ghritachi Inc,Remote,,$50 - $55 an hour
291,Data Analyst,Prime 8 Consulting,"Bellevue, WA",,$50 - $65 an hour
292,Software Support Analyst,TELCOR Inc,"Lincoln, NE",,$46.4K - $58.7K a year
293,Senior Healthcare Data Analyst,Scottish Rite for Children,"Dallas, TX",,$75.6K - $95.7K a year
294,Data Analytics Specialist,We Are Sharing Hope Sc,"North Charleston, SC",,"$56,000 - $70,000 a year"
295,Sr. Financial Compliance & Controls Analyst,Citizens Property Insurance Corporation,"Tallahassee, FL",,"$90,000 - $100,000 a year"
296,Revenue & Margin Data Analyst,IMMI,"Westfield, IN",,$49K - $62K a year
297,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
298,Sr. Financial Compliance & Controls Analyst,Citizens Property Insurance Corporation,"Tallahassee, FL",,"$90,000 - $100,000 a year"
299,Revenue & Margin Data Analyst,IMMI,"Westfield, IN",,$49K - $62K a year
300,Behavior Analyst,The School District Of Philadelphia,"Philadelphia, PA",,$61.3K - $77.7K a year
301,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
302,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
303,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
304,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
